delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delayed_flag,expected_time_hours,actual_time_hours
250.99,ekart,fragile items,scooter,standard,east,rainy,197.1,28.23,no,delivered,4.0,1070.19,0.9239549377173821,1,5.631428571428572,6.555383509145954
250.99,shadowfax,documents,ev bike,same day,west,foggy,94.8,10.02,no,delivered,4.0,604.06,0.3268966540132823,0,2.494736842105263,2.821633496118545
250.99,xpressbees,pharmacy,bike,express,south,hot,56.0,22.91,yes,delayed,2.0,398.73,-0.5262706743802678,0,1.4,0.8737293256197322
250.99,ecom express,clothing,scooter,same day,east,stormy,70.7,5.72,yes,delayed,3.0,470.66,0.5400984336487467,1,2.02,2.5600984336487467
250.99,dhl,documents,bike,same day,east,rainy,60.4,22.93,no,delivered,5.0,470.79,0.3789337714535237,0,1.51,1.8889337714535237
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,yes,failed,2.0,1458.24,3.544168213422454,1,10.335999999999999,13.880168213422452
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,no,delivered,4.0,551.44,0.0486332202321913,0,2.551428571428571,2.6000617916607625
250.99,shadowfax,electronics,van,two day,south,clear,244.0,13.62,no,delivered,4.0,1260.86,-0.2425480808679561,0,8.133333333333333,7.890785252465377
250.99,xpressbees,electronics,truck,standard,south,stormy,87.8,19.77,no,delivered,4.0,498.31,0.9030728869246389,1,3.512,4.415072886924639
250.99,delhivery,furniture,scooter,same day,east,stormy,3.6,20.7,no,delivered,4.0,172.6,0.3054777781677651,0,0.10285714285714286,0.408334921024908
250.99,ekart,furniture,van,two day,south,cold,3.6,8.75,no,delivered,3.0,95.6674,0.10822533289790535,0,0.12000000000000001,0.22822533289790536
250.99,xpressbees,documents,van,standard,east,rainy,111.0,36.68,no,delivered,4.0,665.04,0.5070719388698874,1,3.7,4.207071938869888
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,yes,delayed,3.0,1432.59,1.3077802299340062,1,6.409999999999999,7.7177802299340055
250.99,dhl,groceries,ev van,same day,east,foggy,177.9,20.16,no,delivered,5.0,1049.98,0.7915518362329843,1,6.353571428571429,7.145123264804413
250.99,amazon logistics,cosmetics,ev van,two day,east,rainy,204.2,8.09,no,delivered,4.0,1045.27,1.6033077828741522,1,7.292857142857143,8.896164925731295
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,no,delivered,5.0,743.23,0.052541966573636856,0,3.289473684210526,3.342015650784163
250.99,dhl,fragile items,bike,two day,north,hot,83.3,34.71,no,delivered,4.0,520.63,0.005826356020669721,0,2.0825,2.0883263560206697
250.99,ecom express,clothing,van,standard,west,foggy,193.2,33.28,no,delivered,4.0,1065.84,0.6551675540603537,1,6.4399999999999995,7.095167554060353
250.99,ekart,clothing,van,two day,east,foggy,174.3,47.29,no,delivered,5.0,1013.37,0.2581455155603649,0,5.8100000000000005,6.068145515560365
250.99,ekart,groceries,bike,same day,west,clear,11.4,40.22,no,delivered,5.0,277.66,0.0888360831193728,0,0.28500000000000003,0.37383608311937283
250.99,xpressbees,electronics,ev van,express,east,clear,166.4,44.96,yes,delayed,2.0,1016.88,0.07831658165396682,0,5.942857142857143,6.02117372451111
250.99,shadowfax,cosmetics,van,standard,west,stormy,189.6,38.07,no,delivered,5.0,1062.21,1.897534036992739,1,6.319999999999999,8.217534036992738
250.99,blue dart,groceries,truck,express,west,stormy,111.2,37.33,yes,delayed,2.0,717.99,1.2640238599874563,1,4.448,5.712023859987457
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,no,delivered,5.0,729.91,-0.2888217489309137,0,2.7157894736842105,2.426967724753297
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,no,delivered,4.0,1323.84,-0.12619359682960773,0,6.7542857142857144,6.628092117456107
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,no,delivered,5.0,738.52,-0.10281435495803093,0,3.73,3.627185645041969
250.99,delhivery,groceries,ev van,standard,south,stormy,86.6,20.64,no,delivered,5.0,494.92,0.687173962090657,1,3.0928571428571425,3.7800311049477995
250.99,amazon logistics,automobile parts,ev bike,standard,west,clear,235.6,48.07,no,delivered,5.0,1322.21,-0.04838571349980292,0,6.2,6.151614286500197
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,no,delivered,4.0,1632.7206,1.0668152570443628,1,11.82,12.886815257044363
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,no,delivered,5.0,412.45,0.8360957703631593,1,2.252,3.088095770363159
250.99,shadowfax,furniture,bike,two day,central,stormy,114.2,28.82,no,delivered,5.0,657.46,0.9088733438495518,1,2.855,3.7638733438495517
250.99,fedex,furniture,scooter,same day,north,hot,3.6,31.41,no,delivered,4.0,203.23,0.08240797435968646,0,0.10285714285714286,0.1852651172168293
250.99,xpressbees,automobile parts,bike,same day,west,stormy,146.2,22.55,yes,failed,2.0,898.65,1.0741662252701505,1,3.655,4.72916622527015
250.99,ekart,automobile parts,ev bike,same day,east,clear,85.6,10.69,no,delivered,4.0,560.07,-0.5756313645897124,0,2.2526315789473683,1.677000214357656
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,yes,failed,2.0,1305.19,1.5856886945080912,1,8.85357142857143,10.43926012307952
250.99,shadowfax,automobile parts,bike,standard,south,foggy,274.8,0.82,no,delivered,4.0,1376.46,0.8424690629823086,1,6.87,7.712469062982309
250.99,fedex,electronics,scooter,standard,west,clear,35.7,10.8,no,delivered,3.0,210.9,0.7389726337455857,1,1.02,1.7589726337455858
250.99,fedex,documents,van,express,central,stormy,259.3,27.01,yes,failed,1.0,1427.53,2.535291710565664,1,8.643333333333334,11.178625043898998
250.99,shadowfax,documents,ev bike,same day,south,clear,65.3,45.09,no,delivered,5.0,561.77,0.0904642027000837,0,1.7184210526315788,1.8088852553316626
250.99,delhivery,cosmetics,van,express,south,clear,93.1,20.89,no,delivered,3.0,578.17,-0.010413530911573154,0,3.103333333333333,3.09291980242176
250.99,blue dart,pharmacy,bike,standard,central,hot,265.8,32.11,no,delivered,5.0,1425.33,-0.01835341128585899,0,6.6450000000000005,6.6266465887141415
250.99,ekart,furniture,truck,two day,west,clear,110.2,23.24,no,delivered,4.0,620.72,0.3428468443545061,0,4.408,4.750846844354506
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,no,delivered,4.0,95.6674,0.22557990980603224,0,0.15,0.37557990980603223
250.99,dhl,furniture,truck,two day,east,foggy,16.5,21.49,no,delivered,4.0,146.97,0.3165095841129141,0,0.66,0.9765095841129141
250.99,xpressbees,documents,ev van,standard,north,cold,102.0,18.67,no,delivered,4.0,566.01,0.018612334990149915,0,3.642857142857143,3.6614694778472927
250.99,shadowfax,furniture,bike,express,north,rainy,265.4,15.96,yes,delayed,3.0,1424.88,1.615138293280829,1,6.635,8.250138293280829
250.99,fedex,groceries,ev van,two day,north,foggy,27.5,15.43,no,delivered,5.0,183.79,-0.3026981759805413,0,0.9821428571428571,0.6794446811623158
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,no,delivered,3.0,320.87,0.2950571281400811,0,2.38,2.675057128140081
250.99,shadowfax,cosmetics,bike,express,north,cold,290.2,29.26,no,delivered,4.0,1588.78,1.2375366877429945,1,7.255,8.492536687742994
250.99,delhivery,clothing,scooter,standard,east,rainy,124.0,40.2,no,delivered,4.0,740.6,0.3405533881750795,0,3.5428571428571427,3.8834105310322222
250.99,xpressbees,automobile parts,scooter,two day,north,clear,261.9,41.68,no,delivered,4.0,1434.54,-0.16988931888083147,0,7.482857142857142,7.312967823976311
250.99,shadowfax,pharmacy,ev van,two day,central,rainy,115.6,13.57,no,delivered,5.0,618.71,0.7730382666691495,1,4.128571428571428,4.901609695240578
250.99,shadowfax,groceries,ev bike,express,east,hot,156.0,14.49,no,delivered,3.0,873.47,0.05422046165987737,0,4.105263157894737,4.1594836195546145
250.99,shadowfax,furniture,van,standard,north,foggy,284.1,14.35,no,delivered,4.0,1463.55,0.6712009706801627,1,9.47,10.141200970680163
250.99,fedex,clothing,truck,same day,north,cold,287.0,8.21,yes,failed,1.0,1559.63,0.9389688924418085,1,11.48,12.418968892441809
250.99,delhivery,electronics,van,two day,north,foggy,50.5,31.28,no,delivered,4.0,346.34,-0.11669111411783128,0,1.6833333333333333,1.566642219215502
250.99,shadowfax,groceries,van,two day,west,foggy,203.3,7.5,no,delivered,4.0,1039.0,0.9552777291905556,1,6.776666666666667,7.731944395857223
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,no,delivered,3.0,799.09,-0.020227270270140707,0,5.112,5.091772729729859
250.99,ekart,groceries,scooter,two day,east,cold,45.8,27.22,no,delivered,5.0,310.66,0.569666035790976,1,1.3085714285714285,1.8782374643624045
250.99,shadowfax,groceries,ev bike,same day,west,hot,8.7,33.93,no,delivered,5.0,245.29,-0.22352861927981846,0,0.22894736842105262,0.005418749141234164
250.99,delhivery,automobile parts,ev van,standard,north,rainy,152.8,48.37,no,delivered,4.0,909.11,0.8856672594240118,1,5.457142857142857,6.342810116566869
250.99,dhl,automobile parts,ev van,same day,south,rainy,29.0,40.89,no,delivered,4.0,367.67,0.43048373663947226,0,1.0357142857142858,1.466198022353758
250.99,dhl,furniture,scooter,standard,north,clear,281.6,19.81,no,delivered,3.0,1467.43,-0.3692592949301865,0,8.045714285714286,7.6764549907841
250.99,ecom express,electronics,van,same day,east,stormy,75.7,41.47,yes,delayed,2.0,602.91,0.8252379803812389,1,2.5233333333333334,3.3485713137145723
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,no,delivered,4.0,705.04,0.6949999691418718,1,3.7857142857142856,4.480714254856157
250.99,ekart,cosmetics,truck,standard,west,rainy,218.2,34.0,no,delivered,5.0,1193.0,1.0887950296316316,1,8.728,9.816795029631631
250.99,dhl,automobile parts,scooter,express,east,rainy,152.8,10.46,yes,delayed,2.0,845.38,0.8412187289882631,1,4.365714285714286,5.206933014702549
250.99,ecom express,automobile parts,van,same day,west,cold,113.8,21.95,no,delivered,3.0,734.85,0.3814315049411934,0,3.7933333333333334,4.174764838274527
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,no,delivered,5.0,1038.84,0.23454686153319315,0,4.7325,4.967046861533193
250.99,delhivery,electronics,truck,two day,north,rainy,60.1,40.63,no,delivered,3.0,422.39,0.06163478673657519,0,2.404,2.465634786736575
250.99,ekart,documents,truck,same day,south,foggy,147.7,46.57,no,delivered,4.0,978.21,0.3128230160747174,0,5.9079999999999995,6.220823016074717
250.99,amazon logistics,cosmetics,truck,two day,north,cold,289.0,48.99,no,delivered,4.0,1591.97,1.081382469685071,1,11.56,12.641382469685071
250.99,delhivery,pharmacy,van,express,north,cold,235.6,42.35,yes,delayed,3.0,1355.05,0.7173620686366231,1,7.8533333333333335,8.570695401969957
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,no,delivered,4.0,634.78,0.2879899603669207,0,2.6605263157894736,2.9485162761563943
250.99,ekart,groceries,truck,two day,central,cold,273.9,42.56,no,delivered,3.0,1497.18,0.9804144628490938,1,10.956,11.936414462849093
250.99,ecom express,cosmetics,scooter,standard,north,clear,262.6,29.36,no,delivered,4.0,1401.08,-0.20400741647354703,0,7.502857142857144,7.2988497263835965
250.99,ekart,groceries,van,two day,east,clear,82.2,18.81,no,delivered,3.0,467.43,0.06967610914830091,0,2.74,2.809676109148301
250.99,dhl,clothing,truck,same day,south,cold,280.3,15.29,no,delivered,4.0,1547.37,0.9848817419896037,1,11.212,12.196881741989603
250.99,shadowfax,automobile parts,bike,same day,east,foggy,146.1,36.12,yes,delayed,2.0,938.86,0.2239945745920906,0,3.6525,3.8764945745920905
250.99,blue dart,groceries,van,same day,west,clear,279.9,21.63,yes,failed,2.0,1564.39,0.5597323533434277,1,9.33,9.889732353343428
250.99,shadowfax,documents,ev van,same day,south,stormy,165.4,43.2,yes,delayed,2.0,1056.6,1.914292733416394,1,5.9071428571428575,7.821435590559251
250.99,fedex,electronics,van,two day,central,cold,29.9,47.31,no,delivered,3.0,291.43,-0.2776577158274611,0,0.9966666666666666,0.7190089508392055
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,no,delivered,4.0,346.65,0.2821660825901491,0,1.704,1.986166082590149
250.99,ecom express,automobile parts,ev bike,standard,east,foggy,149.9,23.31,no,delivered,4.0,819.43,0.18096391998443595,0,3.944736842105263,4.125700762089699
250.99,shadowfax,clothing,scooter,standard,west,rainy,8.4,44.16,no,delivered,4.0,174.48,0.27932538112273564,0,0.24000000000000002,0.5193253811227356
250.99,dhl,documents,ev bike,two day,east,hot,230.8,30.01,no,delivered,4.0,1244.03,0.6512628842285375,1,6.0736842105263165,6.724947094754854
250.99,dhl,clothing,bike,express,west,clear,93.0,9.37,no,delivered,4.0,543.11,-0.24620469550551327,0,2.325,2.078795304494487
250.99,dhl,electronics,van,two day,west,clear,10.4,4.59,no,delivered,4.0,95.6674,0.28901283877329653,0,0.3466666666666667,0.6356795054399632
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,no,delivered,4.0,981.76,0.5136342780809491,1,7.796,8.30963427808095
250.99,ekart,documents,scooter,express,west,rainy,182.1,2.26,yes,delayed,2.0,967.28,1.1831323337126323,1,5.202857142857143,6.385989476569775
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,no,delivered,4.0,316.67,0.5690378947961843,1,1.0210526315789472,1.5900905263751315
250.99,dhl,groceries,bike,two day,north,cold,55.2,6.78,no,delivered,3.0,296.34,0.036783565199138835,0,1.3800000000000001,1.416783565199139
250.99,delhivery,pharmacy,truck,express,east,stormy,223.3,44.36,yes,failed,1.0,1299.58,2.453479150692754,1,8.932,11.385479150692754
250.99,delhivery,electronics,truck,express,west,hot,46.2,14.83,no,delivered,5.0,325.49,-0.174454328887657,0,1.848,1.673545671112343
250.99,delhivery,documents,ev bike,two day,south,hot,3.6,49.52,no,delivered,5.0,163.39,-0.24000624338436832,0,0.09473684210526316,-0.14526940127910515
250.99,xpressbees,groceries,scooter,express,north,hot,297.1,22.0,no,delivered,5.0,1615.5,0.40129805860434153,0,8.48857142857143,8.88986948717577
250.99,xpressbees,electronics,bike,express,central,hot,87.8,7.72,no,delivered,5.0,512.16,0.2120955924449932,0,2.195,2.407095592444993
250.99,xpressbees,groceries,truck,express,central,hot,267.4,11.53,yes,delayed,2.0,1421.59,0.6178072397990064,1,10.696,11.313807239799006
250.99,fedex,furniture,ev van,two day,east,stormy,124.8,10.84,no,delivered,4.0,656.52,1.585297831853664,1,4.457142857142857,6.042440688996521
250.99,xpressbees,groceries,ev bike,express,south,clear,288.9,8.3,no,delivered,4.0,1519.4,0.0039005675633720926,0,7.602631578947368,7.60653214651074
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,no,delivered,4.0,767.02,0.6210602231471949,1,3.7,4.321060223147195
250.99,ecom express,fragile items,van,same day,south,foggy,225.0,7.32,yes,delayed,3.0,1246.96,0.8206029500286132,1,7.5,8.320602950028613
250.99,fedex,cosmetics,scooter,standard,south,stormy,289.7,24.36,no,delivered,5.0,1521.58,3.299193607119742,1,8.277142857142858,11.5763364642626
250.99,ecom express,electronics,ev bike,standard,south,rainy,85.4,41.07,no,delivered,4.0,550.21,0.5922265201189751,1,2.2473684210526317,2.839594941171607
250.99,blue dart,pharmacy,truck,same day,east,hot,9.9,30.24,no,delivered,3.0,240.22,-0.23734726692488473,0,0.396,0.1586527330751153
250.99,fedex,automobile parts,van,standard,west,hot,135.1,37.59,no,delivered,5.0,788.27,-0.09610108275166684,0,4.503333333333333,4.407232250581666
250.99,xpressbees,fragile items,bike,standard,south,stormy,228.6,5.64,no,delivered,4.0,1159.92,1.8592417245729553,1,5.715,7.574241724572955
250.99,fedex,documents,truck,express,north,rainy,169.6,41.44,yes,delayed,3.0,1022.32,1.1540811644022444,1,6.784,7.938081164402244
