delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delayed,delivery_status,delivery_rating,delivery_cost,expected_time_hours_recon,speed_kmph_recon,weather_mult_recon,delivery_time_hours_recon,partner_mult_recon,delay_hours_recon,delayed_flag_recon,order_date_recon,order_ts_recon,delivery_ts_recon,expected_ts_recon,hour,order_dayofweek,order_day_name,order_month,order_year,order_hour,is_weekend,rush_hour_flag,night_delivery_flag,delay_severity,severe_delay_flag,speed_category,efficiency_score,cost_per_km,cost_per_kg,heavy_flag,partner_delay_rate,region_delay_rate,vehicle_delay_rate,mode_delay_rate,bad_weather_flag,weather_severity,weather_distance_risk,status_delivered_flag,load_index,cost_weather_risk,partner_weather_risk,time_ratio,early_flag,is_holiday_order_date_recon,holiday_name_order_date_recon,is_weekend_order_date_recon
250.99,amazon logistics,electronics,van,same day,central,clear,111.9,26.34,no,delivered,5,738.52,24.0,45,1.0,3.520163931,1.00190617,-20.47983607,0,2024-01-03,2024-01-03 15:00:00,2024-01-03 18:31:12.590152755,2024-01-04 15:00:00,15,2,Wednesday,1,2024,15,0,0,0,OnTime/Early,0,Fast,45.0,6.599821268990169,28.03796507213364,0,0.0287716709701217,0.0316205533596837,0.0023883448770002,0.0,0,0,0.0,1,2947.446,738.52,0.0,0.146673497125,1,0,,0
250.99,amazon logistics,electronics,scooter,same day,central,hot,233.4,18.0,no,delivered,5,1321.0,26.4,40,1.1,7.378537989,1.00190617,-19.02146201,0,2024-01-07,2024-01-07 10:00:00,2024-01-07 17:22:42.736759510,2024-01-08 12:24:00,10,6,Sunday,1,2024,10,1,1,0,OnTime/Early,0,Medium,36.36363636363636,5.65981148243359,73.38888888888889,0,0.0287716709701217,0.0316205533596837,0.0184475323430761,0.0,0,1,233.4,1,4201.2,1453.1,0.0287716709701217,0.2794900753409091,1,0,,1
250.99,amazon logistics,fragile items,scooter,standard,central,clear,262.7,28.7,no,delivered,5,1399.6,52.8,40,1.0,7.656065998,1.00190617,-45.143934,0,2024-01-07,2024-01-07 15:00:00,2024-01-07 22:39:21.837592206,2024-01-09 19:48:00,15,6,Sunday,1,2024,15,1,0,0,OnTime/Early,0,Medium,40.0,5.327750285496764,48.76655052264808,0,0.0287716709701217,0.0316205533596837,0.0184475323430761,0.0,0,0,0.0,1,7539.49,1399.6,0.0,0.1450012499621212,1,0,,1
250.99,amazon logistics,fragile items,truck,two day,south,hot,59.5,7.79,no,delivered,3,320.87,48.0,50,1.1,2.034250249,1.00190617,-45.96574975,0,2024-08-06,2024-08-06 14:00:00,2024-08-06 16:02:03.300897789,2024-08-08 14:00:00,14,1,Tuesday,8,2024,14,0,0,0,OnTime/Early,0,Fast,45.45454545454545,5.392773109243698,41.18998716302953,0,0.0287716709701217,0.0289330922242314,0.0002412545235223,0.0,0,1,59.5,1,463.505,352.95700000000005,0.0287716709701217,0.0423802135208333,1,0,,0
250.99,amazon logistics,fragile items,truck,same day,west,hot,127.8,20.03,no,delivered,3,799.09,24.0,50,1.1,3.809507754,1.00190617,-20.19049225,0,2024-10-18,2024-10-18 09:00:00,2024-10-18 12:48:34.227913802,2024-10-19 09:00:00,9,4,Friday,10,2024,9,0,1,0,OnTime/Early,0,Fast,45.45454545454545,6.252660406885759,39.89465801298053,0,0.0287716709701217,0.0302257114818449,0.0002412545235223,0.0,0,1,127.8,1,2559.8340000000003,878.9990000000001,0.0287716709701217,0.15872948975,1,0,,0
250.99,amazon logistics,furniture,scooter,two day,central,cold,89.3,34.98,no,delivered,4,551.44,48.0,40,1.05,3.610574274,1.00190617,-44.38942573,0,2024-01-03,2024-01-03 11:00:00,2024-01-03 14:36:38.067387321,2024-01-05 11:00:00,11,2,Wednesday,1,2024,11,0,0,0,OnTime/Early,0,Medium,38.095238095238095,6.1751399776035845,15.764436821040595,1,0.0287716709701217,0.0316205533596837,0.0184475323430761,0.0,0,1,89.3,1,3123.7139999999995,579.0120000000001,0.0287716709701217,0.075220297375,1,0,,0
250.99,amazon logistics,furniture,ev bike,standard,central,cold,125.0,39.41,no,delivered,5,743.23,48.0,30,1.05,5.738527798,1.00190617,-42.2614722,0,2024-01-04,2024-01-04 18:00:00,2024-01-04 23:44:18.700073476,2024-01-06 18:00:00,18,3,Thursday,1,2024,18,0,1,0,OnTime/Early,0,Medium,28.57142857142857,5.9458400000000005,18.85891905607714,1,0.0287716709701217,0.0316205533596837,0.0905642484589853,0.0,0,1,125.0,1,4926.25,780.3915000000001,0.0287716709701217,0.1195526624583333,1,0,,0
250.99,amazon logistics,furniture,van,standard,east,foggy,214.9,5.67,no,delivered,5,1091.51,52.8,45,1.15,6.209111994,1.00190617,-46.59088801,0,2024-03-19,2024-03-19 12:00:00,2024-03-19 18:12:32.803178158,2024-03-21 16:48:00,12,1,Tuesday,3,2024,12,0,0,0,OnTime/Early,0,Fast,39.130434782608695,5.079153094462541,192.50617283950612,0,0.0287716709701217,0.0262248424476519,0.0023883448770002,0.0,1,3,644.7,1,1218.483,1255.2365,0.0863150129103651,0.1175968180681818,1,0,,0
250.99,amazon logistics,furniture,truck,standard,north,hot,42.6,44.55,no,delivered,4,346.65,48.0,50,1.1,2.472003093,1.00190617,-45.52799691,0,2024-05-25,2024-05-25 12:00:00,2024-05-25 14:28:19.211135412,2024-05-27 12:00:00,12,5,Saturday,5,2024,12,1,0,0,OnTime/Early,0,Fast,45.45454545454545,8.13732394366197,7.781144781144781,1,0.0287716709701217,0.0299050313194584,0.0002412545235223,0.0,0,1,42.6,1,1897.83,381.315,0.0287716709701217,0.0515000644375,1,0,,1
250.99,amazon logistics,furniture,ev bike,express,north,rainy,46.8,4.72,yes,delayed,2,298.16,8.0,30,1.2,2.590207983,1.00190617,-5.409792017,0,2024-05-25,2024-05-25 11:00:00,2024-05-25 13:35:24.748739170,2024-05-25 19:00:00,11,5,Saturday,5,2024,11,1,0,0,OnTime/Early,0,Medium,25.0,6.370940170940172,63.16949152542374,0,0.0287716709701217,0.0299050313194584,0.0905642484589853,0.1179207444248355,1,2,93.6,0,220.896,357.79200000000003,0.0575433419402434,0.323775997875,1,0,,1
250.99,amazon logistics,furniture,ev van,express,north,hot,239.3,11.67,yes,delayed,3,1281.51,8.8,40,1.1,7.401571812,1.00190617,-1.398428188,0,2024-05-30,2024-05-30 10:00:00,2024-05-30 17:24:05.658521760,2024-05-30 18:48:00,10,3,Thursday,5,2024,10,0,1,0,OnTime/Early,0,Medium,36.36363636363636,5.355244463017133,109.81233933161954,0,0.0287716709701217,0.0299050313194584,0.0187074829931972,0.1179207444248355,0,1,239.3,0,2792.6310000000003,1409.661,0.0287716709701217,0.8410877059090909,1,0,,0
250.99,amazon logistics,furniture,truck,standard,south,rainy,75.2,28.25,no,delivered,3,460.75,48.0,50,1.2,3.088676341,1.00190617,-44.91132366,0,2024-08-06,2024-08-06 16:00:00,2024-08-06 19:05:19.234826833,2024-08-08 16:00:00,16,1,Tuesday,8,2024,16,0,0,0,OnTime/Early,0,Fast,41.66666666666667,6.126994680851063,16.309734513274336,0,0.0287716709701217,0.0289330922242314,0.0002412545235223,0.0,1,2,150.4,1,2124.4,552.9,0.0575433419402434,0.0643474237708333,1,0,,0
250.99,amazon logistics,groceries,ev bike,same day,central,cold,101.1,9.76,no,delivered,4,634.78,24.0,30,1.05,4.27659641,1.00190617,-19.72340359,0,2024-01-03,2024-01-03 09:00:00,2024-01-03 13:16:35.747076989,2024-01-04 09:00:00,9,2,Wednesday,1,2024,9,0,1,0,OnTime/Early,0,Medium,28.57142857142857,6.278733926805144,65.0389344262295,0,0.0287716709701217,0.0316205533596837,0.0905642484589853,0.0,0,1,101.1,1,986.736,666.519,0.0287716709701217,0.1781915170833333,1,0,,0
250.99,amazon logistics,groceries,bike,express,east,rainy,256.4,33.53,yes,delayed,3,1432.59,8.8,35,1.2,10.21501165,1.00190617,1.415011646,1,2024-03-20,2024-03-20 10:00:00,2024-03-20 20:12:54.041925042,2024-03-20 18:48:00,10,2,Wednesday,3,2024,10,0,1,0,Slight Delay,0,Medium,29.166666666666668,5.587324492979719,42.72561884879213,1,0.0287716709701217,0.0262248424476519,0.0451923076923076,0.1179207444248355,1,2,512.8,0,8597.091999999999,1719.108,0.0575433419402434,1.160796778409091,0,0,,0
250.99,amazon logistics,groceries,ev van,express,south,rainy,247.9,5.23,yes,failed,2,1305.19,8.8,40,1.2,8.178079151,1.00190617,-0.621920849,0,2024-08-10,2024-08-10 09:00:00,2024-08-10 17:10:41.084941846,2024-08-10 17:48:00,9,5,Saturday,8,2024,9,1,1,0,OnTime/Early,0,Medium,33.333333333333336,5.264985881403792,249.5583173996176,0,0.0287716709701217,0.0289330922242314,0.0187074829931972,0.1179207444248355,1,2,495.8,0,1296.517,1566.228,0.0575433419402434,0.92932717625,1,0,,1
250.99,amazon logistics,groceries,ev bike,same day,west,hot,103.2,37.97,no,delivered,5,729.91,24.0,30,1.1,5.179193641,1.00190617,-18.82080636,0,2024-10-18,2024-10-18 14:00:00,2024-10-18 19:10:45.097106444,2024-10-19 14:00:00,14,4,Friday,10,2024,14,0,0,0,OnTime/Early,0,Medium,27.27272727272727,7.072771317829456,19.223334211219385,1,0.0287716709701217,0.0302257114818449,0.0905642484589853,0.0,0,1,103.2,1,3918.504,802.9010000000001,0.0287716709701217,0.2157997350416667,1,0,,0
250.99,amazon logistics,pharmacy,bike,standard,east,clear,189.3,30.78,no,delivered,5,1038.84,48.0,35,1.0,6.536607608,1.00190617,-41.46339239,0,2024-03-18,2024-03-18 17:00:00,2024-03-18 23:32:11.787389646,2024-03-20 17:00:00,17,0,Monday,3,2024,17,0,1,0,OnTime/Early,0,Medium,35.0,5.487797147385102,33.75048732943469,1,0.0287716709701217,0.0262248424476519,0.0451923076923076,0.0,0,0,0.0,1,5826.654,1038.84,0.0,0.1361793251666666,1,0,,0
250.99,amazon logistics,pharmacy,van,same day,east,hot,258.3,42.79,yes,delayed,2,1519.87,26.4,45,1.1,7.820258381,1.00190617,-18.57974162,0,2024-03-20,2024-03-20 15:00:00,2024-03-20 22:49:12.930171488,2024-03-21 17:24:00,15,2,Wednesday,3,2024,15,0,0,0,OnTime/Early,0,Fast,40.90909090909091,5.884126984126984,35.51928020565553,1,0.0287716709701217,0.0262248424476519,0.0023883448770002,0.0,0,1,258.3,0,11052.657,1671.857,0.0287716709701217,0.2962219083712121,1,0,,0
250.99,amazon logistics,pharmacy,truck,two day,north,hot,194.9,2.42,no,delivered,4,981.76,48.0,50,1.1,4.900363154,1.00190617,-43.09963685,0,2024-05-29,2024-05-29 18:00:00,2024-05-29 22:54:01.307352873,2024-05-31 18:00:00,18,2,Wednesday,5,2024,18,0,1,0,OnTime/Early,0,Fast,45.45454545454545,5.037249871729092,405.6859504132232,0,0.0287716709701217,0.0299050313194584,0.0002412545235223,0.0,0,1,194.9,1,471.658,1079.936,0.0287716709701217,0.1020908990416666,1,0,,0
250.99,amazon logistics,pharmacy,truck,same day,south,cold,295.5,48.45,no,delivered,4,1632.7206,26.4,50,1.05,7.76271891,1.00190617,-18.63728109,0,2024-08-12,2024-08-12 12:00:00,2024-08-12 19:45:45.788074660,2024-08-13 14:24:00,12,0,Monday,8,2024,12,0,0,0,OnTime/Early,0,Fast,47.61904761904762,5.525281218274112,33.69908359133127,1,0.0287716709701217,0.0289330922242314,0.0002412545235223,0.0,0,1,295.5,1,14316.975,1714.3566300000002,0.0287716709701217,0.2940423829545455,1,0,,0
250.99,amazon logistics,pharmacy,ev bike,express,west,hot,51.6,23.45,no,delivered,4,378.35,8.0,30,1.1,2.96353826,1.00190617,-5.03646174,0,2024-10-16,2024-10-16 11:00:00,2024-10-16 13:57:48.737736568,2024-10-16 19:00:00,11,2,Wednesday,10,2024,11,0,0,0,OnTime/Early,0,Medium,27.27272727272727,7.332364341085271,16.134328358208958,0,0.0287716709701217,0.0302257114818449,0.0905642484589853,0.1179207444248355,0,1,51.6,1,1210.02,416.18500000000006,0.0287716709701217,0.3704422825,1,0,,0
250.99,amazon logistics,pharmacy,truck,two day,west,foggy,56.3,43.65,no,delivered,5,412.45,48.0,50,1.15,2.879328047,1.00190617,-45.12067195,0,2024-10-17,2024-10-17 12:00:00,2024-10-17 14:52:45.580967659,2024-10-19 12:00:00,12,3,Thursday,10,2024,12,0,0,0,OnTime/Early,0,Fast,43.47826086956522,7.325932504440497,9.449026345933564,1,0.0287716709701217,0.0302257114818449,0.0002412545235223,0.0,1,3,168.89999999999998,1,2457.495,474.3175,0.0863150129103651,0.0599860009791666,1,0,,0
250.99,blue dart,automobile parts,ev bike,same day,north,foggy,131.5,25.79,no,delivered,5,834.87,24.0,30,1.15,6.214871118,1.000945045,-17.78512888,0,2024-06-04,2024-06-04 09:00:00,2024-06-04 15:12:53.536024033,2024-06-05 09:00:00,9,1,Tuesday,6,2024,9,0,1,0,OnTime/Early,0,Medium,26.086956521739133,6.348821292775665,32.37184955409074,0,0.0268048606147248,0.0299050313194584,0.0905642484589853,0.0,1,3,394.5,1,3391.385,960.1005,0.0804145818441744,0.25895296325,1,0,,0
250.99,blue dart,automobile parts,scooter,same day,north,cold,214.1,40.85,no,delivered,5,1293.05,26.4,40,1.05,7.009593123,1.000945045,-19.39040688,0,2024-06-07,2024-06-07 09:00:00,2024-06-07 16:00:34.535242839,2024-06-08 11:24:00,9,4,Friday,6,2024,9,0,1,0,OnTime/Early,0,Medium,38.095238095238095,6.039467538533396,31.65361077111383,1,0.0268048606147248,0.0299050313194584,0.0184475323430761,0.0,0,1,214.1,1,8745.985,1357.7025,0.0268048606147248,0.2655148910227273,1,0,,0
250.99,blue dart,automobile parts,ev bike,two day,south,hot,23.2,19.18,no,delivered,5,173.54,48.0,30,1.1,1.82434913,1.000945045,-46.17565087,0,2024-08-12,2024-08-12 18:00:00,2024-08-12 19:49:27.656867910,2024-08-14 18:00:00,18,0,Monday,8,2024,18,0,1,0,OnTime/Early,0,Medium,27.27272727272727,7.480172413793103,9.047966631908237,0,0.0268048606147248,0.0289330922242314,0.0905642484589853,0.0,0,1,23.2,1,444.976,190.894,0.0268048606147248,0.0380072735416666,1,0,,0
250.99,blue dart,clothing,truck,same day,central,stormy,258.4,22.08,yes,failed,2,1458.24,26.4,50,1.1,6.726911228,1.000945045,-19.67308877,0,2024-01-15,2024-01-15 14:00:00,2024-01-15 20:43:36.880421768,2024-01-16 16:24:00,14,0,Monday,1,2024,14,0,0,0,OnTime/Early,0,Fast,45.45454545454545,5.643343653250774,66.04347826086958,0,0.0268048606147248,0.0316205533596837,0.0002412545235223,0.0,1,4,1033.6,0,5705.471999999999,1604.064,0.1072194424588992,0.2548072434848485,1,0,,0
250.99,blue dart,clothing,truck,express,north,hot,216.7,26.89,yes,delayed,2,1214.17,8.8,50,1.1,5.914564249,1.000945045,-2.885435751,0,2024-06-07,2024-06-07 11:00:00,2024-06-07 16:54:52.431296590,2024-06-07 19:48:00,11,4,Friday,6,2024,11,0,0,0,OnTime/Early,0,Fast,45.45454545454545,5.602999538532534,45.15321680922276,0,0.0268048606147248,0.0299050313194584,0.0002412545235223,0.1179207444248355,0,1,216.7,0,5827.063,1335.5870000000002,0.0268048606147248,0.6721095737499999,1,0,,0
250.99,blue dart,clothing,scooter,standard,north,cold,289.7,19.13,no,delivered,5,1505.89,52.8,40,1.05,8.53941751,1.000945045,-44.26058249,0,2024-06-09,2024-06-09 11:00:00,2024-06-09 19:32:21.903036450,2024-06-11 15:48:00,11,6,Sunday,6,2024,11,1,0,0,OnTime/Early,0,Medium,38.095238095238095,5.198101484294098,78.71876633559854,0,0.0268048606147248,0.0299050313194584,0.0184475323430761,0.0,0,1,289.7,1,5541.960999999999,1581.1845,0.0268048606147248,0.1617313922348485,1,0,,1
250.99,blue dart,clothing,scooter,express,south,clear,36.9,45.45,yes,delayed,3,370.85,8.0,40,1.0,2.333703371,1.000945045,-5.666296629,0,2024-08-13,2024-08-13 12:00:00,2024-08-13 14:20:01.332136510,2024-08-13 20:00:00,12,1,Tuesday,8,2024,12,0,0,0,OnTime/Early,0,Medium,40.0,10.050135501355015,8.159515951595159,1,0.0268048606147248,0.0289330922242314,0.0184475323430761,0.1179207444248355,0,0,0.0,0,1677.105,370.85,0.0,0.291712921375,1,0,,0
250.99,blue dart,clothing,van,same day,south,hot,142.4,14.06,no,delivered,5,854.18,24.0,45,1.1,4.344310579,1.000945045,-19.65568942,0,2024-08-16,2024-08-16 14:00:00,2024-08-16 18:20:39.518085951,2024-08-17 14:00:00,14,4,Friday,8,2024,14,0,0,0,OnTime/Early,0,Fast,40.90909090909091,5.998455056179775,60.75248933143669,0,0.0268048606147248,0.0289330922242314,0.0023883448770002,0.0,0,1,142.4,1,2002.144,939.598,0.0268048606147248,0.1810129407916666,1,0,,0
250.99,blue dart,cosmetics,scooter,standard,north,cold,132.5,14.18,no,delivered,4,705.04,48.0,40,1.05,4.304969547,1.000945045,-43.69503045,0,2024-06-04,2024-06-04 18:00:00,2024-06-04 22:18:17.890367824,2024-06-06 18:00:00,18,1,Tuesday,6,2024,18,0,1,0,OnTime/Early,0,Medium,38.095238095238095,5.3210566037735845,49.72073342736248,0,0.0268048606147248,0.0299050313194584,0.0184475323430761,0.0,0,1,132.5,1,1878.85,740.292,0.0268048606147248,0.0896868655625,1,0,,0
250.99,blue dart,cosmetics,ev bike,standard,south,clear,38.8,40.89,no,delivered,4,316.67,48.0,30,1.0,2.613600971,1.000945045,-45.38639903,0,2024-08-13,2024-08-13 14:00:00,2024-08-13 16:36:48.963493908,2024-08-15 14:00:00,14,1,Tuesday,8,2024,14,0,0,0,OnTime/Early,0,Medium,30.0,8.16159793814433,7.744436292492052,1,0.0268048606147248,0.0289330922242314,0.0905642484589853,0.0,0,0,0.0,1,1586.532,316.67,0.0,0.0544500202291666,1,0,,0
250.99,blue dart,documents,van,express,north,hot,138.3,47.87,yes,delayed,3,885.11,8.0,45,1.1,4.988516586,1.000945045,-3.011483414,0,2024-06-05,2024-06-05 12:00:00,2024-06-05 16:59:18.659708696,2024-06-05 20:00:00,12,2,Wednesday,6,2024,12,0,0,0,OnTime/Early,0,Fast,40.90909090909091,6.399927693420101,18.48986839356591,1,0.0268048606147248,0.0299050313194584,0.0023883448770002,0.1179207444248355,0,1,138.3,0,6620.421,973.621,0.0268048606147248,0.62356457325,1,0,,0
250.99,blue dart,documents,bike,standard,west,clear,6.0,0.88,no,delivered,4,95.6674,48.0,35,1.0,0.689679734,1.000945045,-47.31032027,0,2024-10-23,2024-10-23 12:00:00,2024-10-23 12:41:22.847042727,2024-10-25 12:00:00,12,2,Wednesday,10,2024,12,0,0,0,OnTime/Early,0,Medium,35.0,15.944566666666669,108.71295454545456,0,0.0268048606147248,0.0302257114818449,0.0451923076923076,0.0,0,0,0.0,1,5.28,95.6674,0.0,0.0143683277916666,1,0,,0
250.99,blue dart,fragile items,ev bike,standard,central,rainy,170.7,45.62,no,delivered,5,990.36,48.0,30,1.2,8.530934501,1.000945045,-39.4690655,0,2024-01-13,2024-01-13 13:00:00,2024-01-13 21:31:51.364203142,2024-01-15 13:00:00,13,5,Saturday,1,2024,13,1,0,0,OnTime/Early,0,Medium,25.0,5.801757469244289,21.70889960543621,1,0.0268048606147248,0.0316205533596837,0.0905642484589853,0.0,1,2,341.4,1,7787.333999999999,1188.432,0.0536097212294496,0.1777278021041667,1,0,,1
250.99,blue dart,fragile items,bike,two day,north,rainy,80.7,0.67,no,delivered,4,404.76,48.0,35,1.2,3.386134169,1.000945045,-44.61386583,0,2024-06-03,2024-06-03 12:00:00,2024-06-03 15:23:10.083008400,2024-06-05 12:00:00,12,0,Monday,6,2024,12,0,0,0,OnTime/Early,0,Medium,29.166666666666668,5.015613382899628,604.1194029850745,0,0.0268048606147248,0.0299050313194584,0.0451923076923076,0.0,1,2,161.4,1,54.069,485.712,0.0536097212294496,0.0705444618541666,1,0,,0
250.99,blue dart,furniture,scooter,two day,central,hot,129.5,39.84,no,delivered,4,767.02,48.0,40,1.1,4.992443627,1.000945045,-43.00755637,0,2024-01-12,2024-01-12 14:00:00,2024-01-12 18:59:32.797056505,2024-01-14 14:00:00,14,4,Friday,1,2024,14,0,0,0,OnTime/Early,0,Medium,36.36363636363636,5.922934362934363,19.25251004016064,1,0.0268048606147248,0.0316205533596837,0.0184475323430761,0.0,0,1,129.5,1,5159.280000000001,843.7220000000001,0.0268048606147248,0.1040092422291666,1,0,,0
250.99,blue dart,furniture,scooter,standard,east,clear,236.4,47.28,no,delivered,4,1323.84,52.8,40,1.0,7.362551369,1.000945045,-45.43744863,0,2024-03-27,2024-03-27 15:00:00,2024-03-27 22:21:45.184929580,2024-03-29 19:48:00,15,2,Wednesday,3,2024,15,0,0,0,OnTime/Early,0,Medium,40.0,5.6,28.0,1,0.0268048606147248,0.0262248424476519,0.0184475323430761,0.0,0,0,0.0,1,11176.992,1323.84,0.0,0.1394422607765151,1,0,,0
250.99,blue dart,furniture,ev van,standard,south,foggy,23.6,12.4,no,delivered,4,155.2,48.0,40,1.15,1.54015414,1.000945045,-46.45984586,0,2024-08-12,2024-08-12 10:00:00,2024-08-12 11:32:24.554903902,2024-08-14 10:00:00,10,0,Monday,8,2024,10,0,1,0,OnTime/Early,0,Medium,34.78260869565218,6.576271186440677,12.516129032258064,0,0.0268048606147248,0.0289330922242314,0.0187074829931972,0.0,1,3,70.80000000000001,1,292.64000000000004,178.47999999999996,0.0804145818441744,0.0320865445833333,1,0,,0
